Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Text,Tokens,Tokens_No_Stopwords,Stemmed,Lemmatized,Processed_Text,TextBlob_Sentiment,VADER_Sentiment,Sentiment_Score,Mapped_Sentiment,ML_Prediction
navigating through the challenges with determination.,Determination,2023-10-12 10:30:00,GoalPursuer,Twitter,#Determination #Challenges,15.0,30.0,Canada,2023,10,12,10,navigating through the challenges with determination,"['navigating', 'through', 'the', 'challenges', 'with', 'determination']","['navigating', 'challenges', 'determination']","['navig', 'challeng', 'determin']","['navigating', 'challenge', 'determination']",navigating challenge determination,Neutral,Positive,0.4588,Positive,Positive
nostalgia hits while flipping through an old photo album.,Nostalgia,2019-06-28 19:00:00,MemoryLane,Facebook,#Nostalgia #OldMemories,22.0,45.0,UK,2019,6,28,19,nostalgia hits while flipping through an old photo album,"['nostalgia', 'hits', 'while', 'flipping', 'through', 'an', 'old', 'photo', 'album']","['nostalgia', 'hits', 'flipping', 'old', 'photo', 'album']","['nostalgia', 'hit', 'flip', 'old', 'photo', 'album']","['nostalgia', 'hit', 'flipping', 'old', 'photo', 'album']",nostalgia hit flipping old photo album,Positive,Neutral,0.0,Neutral,Neutral
thrilled to witness the grandeur of a cultural festival.,Thrill,2020-09-15 14:45:00,CultureEnthusiast,Instagram,#Thrill #CulturalCelebration,40.0,80.0,India,2020,9,15,14,thrilled to witness the grandeur of a cultural festival,"['thrilled', 'to', 'witness', 'the', 'grandeur', 'of', 'a', 'cultural', 'festival']","['thrilled', 'witness', 'grandeur', 'cultural', 'festival']","['thrill', 'wit', 'grandeur', 'cultur', 'festiv']","['thrilled', 'witness', 'grandeur', 'cultural', 'festival']",thrilled witness grandeur cultural festival,Positive,Positive,0.8591,Positive,Positive
calmness found in the rhythm of raindrops on the windowpane.,Calmness,2017-11-08 21:20:00,RainWatcher,Twitter,#Calmness #RainyDays,18.0,35.0,Australia,2017,11,8,21,calmness found in the rhythm of raindrops on the windowpane,"['calmness', 'found', 'in', 'the', 'rhythm', 'of', 'raindrops', 'on', 'the', 'windowpane']","['calmness', 'found', 'rhythm', 'raindrops', 'windowpane']","['calm', 'found', 'rhythm', 'raindrop', 'windowpan']","['calmness', 'found', 'rhythm', 'raindrop', 'windowpane']",calmness found rhythm raindrop windowpane,Neutral,Positive,0.4019,Positive,Positive
overwhelmed by the support received during a personal challenge.,Overwhelmed,2021-05-20 17:30:00,PersonalJourney,Facebook,#Overwhelmed #SupportiveCommunity,25.0,50.0,USA,2021,5,20,17,overwhelmed by the support received during a personal challenge,"['overwhelmed', 'by', 'the', 'support', 'received', 'during', 'a', 'personal', 'challenge']","['overwhelmed', 'support', 'received', 'personal', 'challenge']","['overwhelm', 'support', 'receiv', 'person', 'challeng']","['overwhelmed', 'support', 'received', 'personal', 'challenge']",overwhelmed support received personal challenge,Neutral,Positive,0.4939,Negative,Negative
excitement builds as the countdown to a long-awaited vacation begins.,Excitement,2023-01-10 12:00:00,VacationDreamer,Instagram,#Excitement #VacationCountdown,30.0,60.0,France,2023,1,10,12,excitement builds as the countdown to a longawaited vacation begins,"['excitement', 'builds', 'as', 'the', 'countdown', 'to', 'a', 'longawaited', 'vacation', 'begins']","['excitement', 'builds', 'countdown', 'longawaited', 'vacation', 'begins']","['excit', 'build', 'countdown', 'longawait', 'vacat', 'begin']","['excitement', 'build', 'countdown', 'longawaited', 'vacation', 'begin']",excitement build countdown longawaited vacation begin,Neutral,Positive,0.4939,Positive,Positive
"reflecting on life's journey, grateful for the lessons learned.",Gratitude,2018-12-05 08:45:00,LifeLearner,Twitter,#Gratitude #LifeLessons,35.0,70.0,Brazil,2018,12,5,8,reflecting on lifes journey grateful for the lessons learned,"['reflecting', 'on', 'lifes', 'journey', 'grateful', 'for', 'the', 'lessons', 'learned']","['reflecting', 'lifes', 'journey', 'grateful', 'lessons', 'learned']","['reflect', 'life', 'journey', 'grate', 'lesson', 'learn']","['reflecting', 'life', 'journey', 'grateful', 'lesson', 'learned']",reflecting life journey grateful lesson learned,Neutral,Positive,0.4588,Positive,Positive
bittersweet emotions arise while bidding farewell to a dear friend.,Bittersweet,2020-03-15 18:30:00,FarewellSender,Instagram,#Bittersweet #Farewell,20.0,40.0,Japan,2020,3,15,18,bittersweet emotions arise while bidding farewell to a dear friend,"['bittersweet', 'emotions', 'arise', 'while', 'bidding', 'farewell', 'to', 'a', 'dear', 'friend']","['bittersweet', 'emotions', 'arise', 'bidding', 'farewell', 'dear', 'friend']","['bittersweet', 'emot', 'aris', 'bid', 'farewel', 'dear', 'friend']","['bittersweet', 'emotion', 'arise', 'bidding', 'farewell', 'dear', 'friend']",bittersweet emotion arise bidding farewell dear friend,Neutral,Positive,0.6705,Neutral,Positive
curiosity sparked by exploring a mysterious ancient ruin.,Curiosity,2016-08-22 15:10:00,HistoryExplorer,Facebook,#Curiosity #AncientDiscovery,18.0,35.0,Greece,2016,8,22,15,curiosity sparked by exploring a mysterious ancient ruin,"['curiosity', 'sparked', 'by', 'exploring', 'a', 'mysterious', 'ancient', 'ruin']","['curiosity', 'sparked', 'exploring', 'mysterious', 'ancient', 'ruin']","['curios', 'spark', 'explor', 'mysteri', 'ancient', 'ruin']","['curiosity', 'sparked', 'exploring', 'mysterious', 'ancient', 'ruin']",curiosity sparked exploring mysterious ancient ruin,Neutral,Negative,-0.5859,Positive,Positive
admiration for the intricate details of a handcrafted masterpiece.,Admiration,2019-08-20 16:00:00,CraftEnthusiast,Instagram,#Admiration #HandcraftedArt,25.0,50.0,USA,2019,8,20,16,admiration for the intricate details of a handcrafted masterpiece,"['admiration', 'for', 'the', 'intricate', 'details', 'of', 'a', 'handcrafted', 'masterpiece']","['admiration', 'intricate', 'details', 'handcrafted', 'masterpiece']","['admir', 'intric', 'detail', 'handcraft', 'masterpiec']","['admiration', 'intricate', 'detail', 'handcrafted', 'masterpiece']",admiration intricate detail handcrafted masterpiece,Neutral,Positive,0.8481,Positive,Positive
overjoyed by the warmth of a cozy fireplace on a winter evening.,Overjoyed,2021-12-08 19:30:00,WinterLover,Twitter,#Overjoyed #WinterWarmth,18.0,35.0,Canada,2021,12,8,19,overjoyed by the warmth of a cozy fireplace on a winter evening,"['overjoyed', 'by', 'the', 'warmth', 'of', 'a', 'cozy', 'fireplace', 'on', 'a', 'winter', 'evening']","['overjoyed', 'warmth', 'cozy', 'fireplace', 'winter', 'evening']","['overjoy', 'warmth', 'cozi', 'fireplac', 'winter', 'even']","['overjoyed', 'warmth', 'cozy', 'fireplace', 'winter', 'evening']",overjoyed warmth cozy fireplace winter evening,Negative,Positive,0.7717,Neutral,Positive
inspiration strikes while observing the colors of a vibrant sunset.,Inspiration,2020-06-10 20:45:00,SunsetWatcher,Instagram,#Inspiration #ColorfulSunset,30.0,60.0,UK,2020,6,10,20,inspiration strikes while observing the colors of a vibrant sunset,"['inspiration', 'strikes', 'while', 'observing', 'the', 'colors', 'of', 'a', 'vibrant', 'sunset']","['inspiration', 'strikes', 'observing', 'colors', 'vibrant', 'sunset']","['inspir', 'strike', 'observ', 'color', 'vibrant', 'sunset']","['inspiration', 'strike', 'observing', 'color', 'vibrant', 'sunset']",inspiration strike observing color vibrant sunset,Positive,Positive,0.743,Neutral,Positive
motivated to achieve fitness goals after an invigorating workout.,Motivation,2022-02-28 07:15:00,FitnessJunkie,Facebook,#Motivation #FitnessGoals,40.0,80.0,Australia,2022,2,28,7,motivated to achieve fitness goals after an invigorating workout,"['motivated', 'to', 'achieve', 'fitness', 'goals', 'after', 'an', 'invigorating', 'workout']","['motivated', 'achieve', 'fitness', 'goals', 'invigorating', 'workout']","['motiv', 'achiev', 'fit', 'goal', 'invigor', 'workout']","['motivated', 'achieve', 'fitness', 'goal', 'invigorating', 'workout']",motivated achieve fitness goal invigorating workout,Neutral,Positive,0.802,Positive,Positive
gratitude for the simple joys found in a cup of morning coffee.,Gratitude,2017-04-15 08:00:00,CoffeeLover,Twitter,#Gratitude #MorningCoffee,22.0,45.0,India,2017,4,15,8,gratitude for the simple joys found in a cup of morning coffee,"['gratitude', 'for', 'the', 'simple', 'joys', 'found', 'in', 'a', 'cup', 'of', 'morning', 'coffee']","['gratitude', 'simple', 'joys', 'found', 'cup', 'morning', 'coffee']","['gratitud', 'simpl', 'joy', 'found', 'cup', 'morn', 'coffe']","['gratitude', 'simple', 'joy', 'found', 'cup', 'morning', 'coffee']",gratitude simple joy found cup morning coffee,Positive,Positive,0.7964,Positive,Positive
feeling empowered after conquering a challenging hiking trail.,Empowerment,2018-09-05 14:20:00,HikingExplorer,Instagram,#Empowerment #HikingAdventure,35.0,70.0,USA,2018,9,5,14,feeling empowered after conquering a challenging hiking trail,"['feeling', 'empowered', 'after', 'conquering', 'a', 'challenging', 'hiking', 'trail']","['feeling', 'empowered', 'conquering', 'challenging', 'hiking', 'trail']","['feel', 'empow', 'conquer', 'challeng', 'hike', 'trail']","['feeling', 'empowered', 'conquering', 'challenging', 'hiking', 'trail']",feeling empowered conquering challenging hiking trail,Positive,Positive,0.2732,Positive,Positive
amused by the antics of playful kittens during playtime.,Amusement,2022-10-22 12:45:00,KittyObserver,Facebook,#Amusement #PlayfulKittens,15.0,30.0,Canada,2022,10,22,12,amused by the antics of playful kittens during playtime,"['amused', 'by', 'the', 'antics', 'of', 'playful', 'kittens', 'during', 'playtime']","['amused', 'antics', 'playful', 'kittens', 'playtime']","['amus', 'antic', 'play', 'kitten', 'playtim']","['amused', 'antic', 'playful', 'kitten', 'playtime']",amused antic playful kitten playtime,Neutral,Positive,0.6908,Positive,Positive
contemplating life's mysteries under the starry night sky.,Contemplation,2016-07-02 23:30:00,Stargazer,Twitter,#Contemplation #StarryNight,28.0,55.0,UK,2016,7,2,23,contemplating lifes mysteries under the starry night sky,"['contemplating', 'lifes', 'mysteries', 'under', 'the', 'starry', 'night', 'sky']","['contemplating', 'lifes', 'mysteries', 'starry', 'night', 'sky']","['contempl', 'life', 'mysteri', 'starri', 'night', 'sky']","['contemplating', 'life', 'mystery', 'starry', 'night', 'sky']",contemplating life mystery starry night sky,Neutral,Neutral,0.0,Neutral,Positive
joyful reunion with long-lost friends after years of separation.,JoyfulReunion,2020-11-18 17:10:00,FriendshipRenewal,Instagram,#JoyfulReunion #Friendship,20.0,40.0,India,2020,11,18,17,joyful reunion with longlost friends after years of separation,"['joyful', 'reunion', 'with', 'longlost', 'friends', 'after', 'years', 'of', 'separation']","['joyful', 'reunion', 'longlost', 'friends', 'years', 'separation']","['joy', 'reunion', 'longlost', 'friend', 'year', 'separ']","['joyful', 'reunion', 'longlost', 'friend', 'year', 'separation']",joyful reunion longlost friend year separation,Neutral,Positive,0.7964,Neutral,Positive
excitement builds while preparing for a surprise celebration.,Excitement,2023-03-05 15:00:00,CelebrationPlanner,Facebook,#Excitement #SurpriseCelebration,30.0,60.0,Australia,2023,3,5,15,excitement builds while preparing for a surprise celebration,"['excitement', 'builds', 'while', 'preparing', 'for', 'a', 'surprise', 'celebration']","['excitement', 'builds', 'preparing', 'surprise', 'celebration']","['excit', 'build', 'prepar', 'surpris', 'celebr']","['excitement', 'build', 'preparing', 'surprise', 'celebration']",excitement build preparing surprise celebration,Neutral,Positive,0.6486,Positive,Positive
satisfaction derived from successfully completing a diy project.,Satisfaction,2015-12-01 11:30:00,DIYEnthusiast,Twitter,#Satisfaction #DIYProject,25.0,50.0,USA,2015,12,1,11,satisfaction derived from successfully completing a diy project,"['satisfaction', 'derived', 'from', 'successfully', 'completing', 'a', 'diy', 'project']","['satisfaction', 'derived', 'successfully', 'completing', 'diy', 'project']","['satisfact', 'deriv', 'success', 'complet', 'diy', 'project']","['satisfaction', 'derived', 'successfully', 'completing', 'diy', 'project']",satisfaction derived successfully completing diy project,Positive,Positive,0.7269,Neutral,Positive
feeling blessed for the supportive community in times of need.,Blessed,2021-09-10 09:45:00,CommunityHelper,Instagram,#Blessed #SupportiveCommunity,18.0,35.0,UK,2021,9,10,9,feeling blessed for the supportive community in times of need,"['feeling', 'blessed', 'for', 'the', 'supportive', 'community', 'in', 'times', 'of', 'need']","['feeling', 'blessed', 'supportive', 'community', 'times', 'need']","['feel', 'bless', 'support', 'commun', 'time', 'need']","['feeling', 'blessed', 'supportive', 'community', 'time', 'need']",feeling blessed supportive community time need,Positive,Positive,0.765,Positive,Positive
captivated by the serenity of a tranquil garden in full bloom.,Serenity,2018-05-12 14:20:00,GardenEnthusiast,Facebook,#Serenity #TranquilGarden,22.0,45.0,Canada,2018,5,12,14,captivated by the serenity of a tranquil garden in full bloom,"['captivated', 'by', 'the', 'serenity', 'of', 'a', 'tranquil', 'garden', 'in', 'full', 'bloom']","['captivated', 'serenity', 'tranquil', 'garden', 'full', 'bloom']","['captiv', 'seren', 'tranquil', 'garden', 'full', 'bloom']","['captivated', 'serenity', 'tranquil', 'garden', 'full', 'bloom']",captivated serenity tranquil garden full bloom,Positive,Positive,0.4215,Positive,Positive
anticipation for an upcoming adventure in an exotic destination.,Anticipation,2022-07-25 10:00:00,Wanderlust,Twitter,#Anticipation #AdventureAwaits,40.0,80.0,India,2022,7,25,10,anticipation for an upcoming adventure in an exotic destination,"['anticipation', 'for', 'an', 'upcoming', 'adventure', 'in', 'an', 'exotic', 'destination']","['anticipation', 'upcoming', 'adventure', 'exotic', 'destination']","['anticip', 'upcom', 'adventur', 'exot', 'destin']","['anticipation', 'upcoming', 'adventure', 'exotic', 'destination']",anticipation upcoming adventure exotic destination,Positive,Positive,0.4019,Positive,Positive
reflecting on personal growth achieved through life experiences.,Reflection,2019-03-08 18:30:00,GrowthSeeker,Instagram,#Reflection #PersonalGrowth,35.0,70.0,USA,2019,3,8,18,reflecting on personal growth achieved through life experiences,"['reflecting', 'on', 'personal', 'growth', 'achieved', 'through', 'life', 'experiences']","['reflecting', 'personal', 'growth', 'achieved', 'life', 'experiences']","['reflect', 'person', 'growth', 'achiev', 'life', 'experi']","['reflecting', 'personal', 'growth', 'achieved', 'life', 'experience']",reflecting personal growth achieved life experience,Neutral,Positive,0.3818,Neutral,Positive
nostalgic memories flood in while revisiting childhood favorites.,Nostalgia,2017-01-28 21:15:00,ChildhoodMemories,Facebook,#Nostalgia #ChildhoodFavorites,20.0,40.0,Australia,2017,1,28,21,nostalgic memories flood in while revisiting childhood favorites,"['nostalgic', 'memories', 'flood', 'in', 'while', 'revisiting', 'childhood', 'favorites']","['nostalgic', 'memories', 'flood', 'revisiting', 'childhood', 'favorites']","['nostalg', 'memori', 'flood', 'revisit', 'childhood', 'favorit']","['nostalgic', 'memory', 'flood', 'revisiting', 'childhood', 'favorite']",nostalgic memory flood revisiting childhood favorite,Neutral,Positive,0.4588,Neutral,Positive
appreciation for the vibrant culture experienced during travel.,Appreciation,2016-11-14 13:45:00,CultureExplorer,Twitter,#Appreciation #CulturalExperience,28.0,55.0,UK,2016,11,14,13,appreciation for the vibrant culture experienced during travel,"['appreciation', 'for', 'the', 'vibrant', 'culture', 'experienced', 'during', 'travel']","['appreciation', 'vibrant', 'culture', 'experienced', 'travel']","['appreci', 'vibrant', 'cultur', 'experienc', 'travel']","['appreciation', 'vibrant', 'culture', 'experienced', 'travel']",appreciation vibrant culture experienced travel,Positive,Positive,0.7717,Positive,Positive
confidence soars after overcoming public speaking anxiety.,Confidence,2020-04-02 17:30:00,PublicSpeaker,Instagram,#Confidence #OvercomingAnxiety,15.0,30.0,USA,2020,4,2,17,confidence soars after overcoming public speaking anxiety,"['confidence', 'soars', 'after', 'overcoming', 'public', 'speaking', 'anxiety']","['confidence', 'soars', 'overcoming', 'public', 'speaking', 'anxiety']","['confid', 'soar', 'overcom', 'public', 'speak', 'anxieti']","['confidence', 'soar', 'overcoming', 'public', 'speaking', 'anxiety']",confidence soar overcoming public speaking anxiety,Neutral,Positive,0.3818,Positive,Positive
contentment in the midst of a family gathering filled with laughter.,Contentment,2023-01-15 19:00:00,FamilyCelebration,Facebook,#Contentment #FamilyLaughter,25.0,50.0,Canada,2023,1,15,19,contentment in the midst of a family gathering filled with laughter,"['contentment', 'in', 'the', 'midst', 'of', 'a', 'family', 'gathering', 'filled', 'with', 'laughter']","['contentment', 'midst', 'family', 'gathering', 'filled', 'laughter']","['content', 'midst', 'famili', 'gather', 'fill', 'laughter']","['contentment', 'midst', 'family', 'gathering', 'filled', 'laughter']",contentment midst family gathering filled laughter,Positive,Positive,0.6908,Positive,Positive
enthusiasm for learning new skills and expanding knowledge.,Enthusiasm,2018-08-07 12:15:00,LifelongLearner,Twitter,#Enthusiasm #SkillBuilding,30.0,60.0,India,2018,8,7,12,enthusiasm for learning new skills and expanding knowledge,"['enthusiasm', 'for', 'learning', 'new', 'skills', 'and', 'expanding', 'knowledge']","['enthusiasm', 'learning', 'new', 'skills', 'expanding', 'knowledge']","['enthusiasm', 'learn', 'new', 'skill', 'expand', 'knowledg']","['enthusiasm', 'learning', 'new', 'skill', 'expanding', 'knowledge']",enthusiasm learning new skill expanding knowledge,Positive,Positive,0.4404,Positive,Positive
surprise and delight at discovering a hidden gem in the city.,Surprise,2019-10-18 16:45:00,CityExplorer,Instagram,#Surprise #HiddenGem,18.0,35.0,UK,2019,10,18,16,surprise and delight at discovering a hidden gem in the city,"['surprise', 'and', 'delight', 'at', 'discovering', 'a', 'hidden', 'gem', 'in', 'the', 'city']","['surprise', 'delight', 'discovering', 'hidden', 'gem', 'city']","['surpris', 'delight', 'discov', 'hidden', 'gem', 'citi']","['surprise', 'delight', 'discovering', 'hidden', 'gem', 'city']",surprise delight discovering hidden gem city,Negative,Positive,0.7184,Neutral,Neutral
a sense of accomplishment after completing a challenging workout.,Accomplishment,2022-06-30 07:00:00,FitnessAchiever,Facebook,#Accomplishment #FitnessSuccess,22.0,45.0,Australia,2022,6,30,7,a sense of accomplishment after completing a challenging workout,"['a', 'sense', 'of', 'accomplishment', 'after', 'completing', 'a', 'challenging', 'workout']","['sense', 'accomplishment', 'completing', 'challenging', 'workout']","['sens', 'accomplish', 'complet', 'challeng', 'workout']","['sense', 'accomplishment', 'completing', 'challenging', 'workout']",sense accomplishment completing challenging workout,Positive,Positive,0.1531,Positive,Positive
wonderment at the beauty of a double rainbow after the rain.,Wonderment,2017-06-12 18:20:00,RainbowChaser,Twitter,#Wonderment #DoubleRainbow,35.0,70.0,USA,2017,6,12,18,wonderment at the beauty of a double rainbow after the rain,"['wonderment', 'at', 'the', 'beauty', 'of', 'a', 'double', 'rainbow', 'after', 'the', 'rain']","['wonderment', 'beauty', 'double', 'rainbow', 'rain']","['wonder', 'beauti', 'doubl', 'rainbow', 'rain']","['wonderment', 'beauty', 'double', 'rainbow', 'rain']",wonderment beauty double rainbow rain,Neutral,Positive,0.5859,Positive,Positive
optimism for a bright future amidst challenging times.,Optimism,2021-07-05 09:30:00,FutureOptimist,Instagram,#Optimism #BrightFuture,20.0,40.0,Canada,2021,7,5,9,optimism for a bright future amidst challenging times,"['optimism', 'for', 'a', 'bright', 'future', 'amidst', 'challenging', 'times']","['optimism', 'bright', 'future', 'amidst', 'challenging', 'times']","['optim', 'bright', 'futur', 'amidst', 'challeng', 'time']","['optimism', 'bright', 'future', 'amidst', 'challenging', 'time']",optimism bright future amidst challenging time,Positive,Positive,0.7906,Positive,Positive
pride in achieving a personal milestone in career progression.,Pride,2016-04-15 14:50:00,CareerAchiever,Facebook,#Pride #CareerMilestone,28.0,55.0,UK,2016,4,15,14,pride in achieving a personal milestone in career progression,"['pride', 'in', 'achieving', 'a', 'personal', 'milestone', 'in', 'career', 'progression']","['pride', 'achieving', 'personal', 'milestone', 'career', 'progression']","['pride', 'achiev', 'person', 'mileston', 'career', 'progress']","['pride', 'achieving', 'personal', 'milestone', 'career', 'progression']",pride achieving personal milestone career progression,Neutral,Positive,0.34,Positive,Positive
happiness blooms like flowers in a garden on a sunny day.,Happiness,2020-02-10 11:15:00,SunnyDayEnthusiast,Twitter,#Happiness #SunnyDay,15.0,30.0,India,2020,2,10,11,happiness blooms like flowers in a garden on a sunny day,"['happiness', 'blooms', 'like', 'flowers', 'in', 'a', 'garden', 'on', 'a', 'sunny', 'day']","['happiness', 'blooms', 'like', 'flowers', 'garden', 'sunny', 'day']","['happi', 'bloom', 'like', 'flower', 'garden', 'sunni', 'day']","['happiness', 'bloom', 'like', 'flower', 'garden', 'sunny', 'day']",happiness bloom like flower garden sunny day,Positive,Positive,0.836,Positive,Positive
elation over discovering a rare book in a quaint bookstore.,Elation,2018-09-22 16:30:00,Bookworm,Instagram,#Elation #RareBookDiscovery,40.0,80.0,USA,2018,9,22,16,elation over discovering a rare book in a quaint bookstore,"['elation', 'over', 'discovering', 'a', 'rare', 'book', 'in', 'a', 'quaint', 'bookstore']","['elation', 'discovering', 'rare', 'book', 'quaint', 'bookstore']","['elat', 'discov', 'rare', 'book', 'quaint', 'bookstor']","['elation', 'discovering', 'rare', 'book', 'quaint', 'bookstore']",elation discovering rare book quaint bookstore,Positive,Positive,0.3612,Positive,Positive
curiosity piqued by the mysteries of an ancient archaeological site.,Curiosity,2015-11-08 10:00:00,ArchaeologyEnthusiast,Facebook,#Curiosity #AncientMysteries,18.0,35.0,Australia,2015,11,8,10,curiosity piqued by the mysteries of an ancient archaeological site,"['curiosity', 'piqued', 'by', 'the', 'mysteries', 'of', 'an', 'ancient', 'archaeological', 'site']","['curiosity', 'piqued', 'mysteries', 'ancient', 'archaeological', 'site']","['curios', 'piqu', 'mysteri', 'ancient', 'archaeolog', 'site']","['curiosity', 'piqued', 'mystery', 'ancient', 'archaeological', 'site']",curiosity piqued mystery ancient archaeological site,Neutral,Neutral,0.0258,Positive,Positive
mesmerized by the cosmic dance of fireflies on a moonlit night.,Enchantment,2022-08-10 22:00:00,NightSkyObserver,Instagram,#Enchantment #CosmicFireflies,25.0,50.0,Brazil,2022,8,10,22,mesmerized by the cosmic dance of fireflies on a moonlit night,"['mesmerized', 'by', 'the', 'cosmic', 'dance', 'of', 'fireflies', 'on', 'a', 'moonlit', 'night']","['mesmerized', 'cosmic', 'dance', 'fireflies', 'moonlit', 'night']","['mesmer', 'cosmic', 'danc', 'firefli', 'moonlit', 'night']","['mesmerized', 'cosmic', 'dance', 'firefly', 'moonlit', 'night']",mesmerized cosmic dance firefly moonlit night,Neutral,Neutral,0.0,Positive,Positive
intrigued by the symphony of colors in an abstract art exhibition.,Intrigue,2019-04-05 17:30:00,ArtConnoisseur,Twitter,#Intrigue #AbstractArt,18.0,35.0,France,2019,4,5,17,intrigued by the symphony of colors in an abstract art exhibition,"['intrigued', 'by', 'the', 'symphony', 'of', 'colors', 'in', 'an', 'abstract', 'art', 'exhibition']","['intrigued', 'symphony', 'colors', 'abstract', 'art', 'exhibition']","['intrigu', 'symphoni', 'color', 'abstract', 'art', 'exhibit']","['intrigued', 'symphony', 'color', 'abstract', 'art', 'exhibition']",intrigued symphony color abstract art exhibition,Neutral,Neutral,0.0,Neutral,Positive
giggles and joy echo in the air during a children's playdate.,PlayfulJoy,2020-12-15 15:45:00,PlayfulParent,Facebook,#PlayfulJoy #ChildrensPlaydate,22.0,45.0,Japan,2020,12,15,15,giggles and joy echo in the air during a childrens playdate,"['giggles', 'and', 'joy', 'echo', 'in', 'the', 'air', 'during', 'a', 'childrens', 'playdate']","['giggles', 'joy', 'echo', 'air', 'childrens', 'playdate']","['giggl', 'joy', 'echo', 'air', 'children', 'playdat']","['giggle', 'joy', 'echo', 'air', 'childrens', 'playdate']",giggle joy echo air childrens playdate,Positive,Positive,0.765,Neutral,Neutral
enveloped in serenity while practicing mindfulness by the lake.,Mindfulness,2017-10-20 08:15:00,ZenSeeker,Instagram,#Mindfulness #LakeTranquility,35.0,70.0,Canada,2017,10,20,8,enveloped in serenity while practicing mindfulness by the lake,"['enveloped', 'in', 'serenity', 'while', 'practicing', 'mindfulness', 'by', 'the', 'lake']","['enveloped', 'serenity', 'practicing', 'mindfulness', 'lake']","['envelop', 'seren', 'practic', 'mind', 'lake']","['enveloped', 'serenity', 'practicing', 'mindfulness', 'lake']",enveloped serenity practicing mindfulness lake,Neutral,Neutral,0.0,Neutral,Positive
chasing dreams like a kite soaring high in the vast open sky.,DreamChaser,2021-02-28 13:00:00,SkyDreamer,Twitter,#DreamChaser #SkyHighDreams,30.0,60.0,Australia,2021,2,28,13,chasing dreams like a kite soaring high in the vast open sky,"['chasing', 'dreams', 'like', 'a', 'kite', 'soaring', 'high', 'in', 'the', 'vast', 'open', 'sky']","['chasing', 'dreams', 'like', 'kite', 'soaring', 'high', 'vast', 'open', 'sky']","['chase', 'dream', 'like', 'kite', 'soar', 'high', 'vast', 'open', 'sky']","['chasing', 'dream', 'like', 'kite', 'soaring', 'high', 'vast', 'open', 'sky']",chasing dream like kite soaring high vast open sky,Positive,Positive,0.5423,Neutral,Neutral
spellbound by the elegance of a ballroom dance under crystal chandeliers.,Elegance,2018-06-12 20:30:00,DanceEnthusiast,Facebook,#Elegance #BallroomDance,28.0,55.0,UK,2018,6,12,20,spellbound by the elegance of a ballroom dance under crystal chandeliers,"['spellbound', 'by', 'the', 'elegance', 'of', 'a', 'ballroom', 'dance', 'under', 'crystal', 'chandeliers']","['spellbound', 'elegance', 'ballroom', 'dance', 'crystal', 'chandeliers']","['spellbound', 'eleg', 'ballroom', 'danc', 'crystal', 'chandeli']","['spellbound', 'elegance', 'ballroom', 'dance', 'crystal', 'chandelier']",spellbound elegance ballroom dance crystal chandelier,Neutral,Positive,0.4767,Neutral,Positive
whimsical delight in a world of fairy tales and magical creatures.,Whimsy,2016-03-08 14:20:00,FairyTaleExplorer,Instagram,#Whimsy #MagicalWorld,20.0,40.0,USA,2016,3,8,14,whimsical delight in a world of fairy tales and magical creatures,"['whimsical', 'delight', 'in', 'a', 'world', 'of', 'fairy', 'tales', 'and', 'magical', 'creatures']","['whimsical', 'delight', 'world', 'fairy', 'tales', 'magical', 'creatures']","['whimsic', 'delight', 'world', 'fairi', 'tale', 'magic', 'creatur']","['whimsical', 'delight', 'world', 'fairy', 'tale', 'magical', 'creature']",whimsical delight world fairy tale magical creature,Neutral,Positive,0.6369,Neutral,Neutral
pensive contemplation amid the ancient ruins of a forgotten civilization.,Pensive,2023-04-18 17:10:00,RuinsExplorer,Twitter,#Pensive #AncientCivilization,18.0,35.0,Greece,2023,4,18,17,pensive contemplation amid the ancient ruins of a forgotten civilization,"['pensive', 'contemplation', 'amid', 'the', 'ancient', 'ruins', 'of', 'a', 'forgotten', 'civilization']","['pensive', 'contemplation', 'amid', 'ancient', 'ruins', 'forgotten', 'civilization']","['pensiv', 'contempl', 'amid', 'ancient', 'ruin', 'forgotten', 'civil']","['pensive', 'contemplation', 'amid', 'ancient', 'ruin', 'forgotten', 'civilization']",pensive contemplation amid ancient ruin forgotten civilization,Neutral,Negative,-0.6597,Neutral,Neutral
embracing the thrill of speed on a rollercoaster's exhilarating twists.,Thrill,2020-07-25 12:45:00,RollercoasterFan,Facebook,#Thrill #RollercoasterAdventure,22.0,45.0,Germany,2020,7,25,12,embracing the thrill of speed on a rollercoasters exhilarating twists,"['embracing', 'the', 'thrill', 'of', 'speed', 'on', 'a', 'rollercoasters', 'exhilarating', 'twists']","['embracing', 'thrill', 'speed', 'rollercoasters', 'exhilarating', 'twists']","['embrac', 'thrill', 'speed', 'rollercoast', 'exhilar', 'twist']","['embracing', 'thrill', 'speed', 'rollercoasters', 'exhilarating', 'twist']",embracing thrill speed rollercoasters exhilarating twist,Positive,Positive,0.6369,Positive,Positive
